"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Czech Republic","CZE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3360","3500","4170","5150","5980","6160","6110","6110","6340","6350","6650","8110","10260","12480","14000","15850","18510","18840","19400","19460","19440","19410","18900","18370","17670","18310","20560","22110","22070","",
"Germany","DEU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","3600","4670","5800","6720","7130","7670","8870","11050","13010","12540","11120","10020","9880","9840","11240","14240","18620","19760","21300","22890","25810","25990","27530","29520","30860","30140","27950","26840","26180","24770","23680","26140","31670","35770","38270","40470","43650","43660","44680","47320","46560","47220","47640","45780","44280","43760","47470","49190","47520","",
"Djibouti","DJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550","2640","2730","3010","3310","3310","",
"Dominica","DMA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","710","960","1160","1210","1220","1330","1480","1790","2170","2560","2600","2810","2960","3200","3410","3490","3720","3890","4010","4200","4200","4220","4470","4270","4680","4950","5050","5490","5760","6340","6520","6730","6920","6850","6700","7740","6880","7320","7070","7700","8250","7270","",
"Denmark","DNK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","2870","3140","3310","3670","4310","5580","6800","8080","8960","9780","11170","13560","15090","14180","12860","11710","11520","11840","14070","17760","22130","23050","24370","25540","28700","28570","30360","32560","34770","35150","33460","33060","32580","31410","30850","34750","42640","49610","53540","55740","60390","60090","61220","61990","61650","63200","63670","60510","58040","56690","61260","63460","63010","",
"Dominican Republic","DOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","240","260","230","250","250","250","280","340","370","430","520","610","710","780","830","900","1030","1140","1210","1240","1240","1300","1100","1030","940","920","910","870","1040","1360","1620","1750","1960","2170","2360","2450","2540","2680","2740","2890","2640","2560","3040","3640","4430","4760","4920","5330","5540","5790","6030","6330","6580","6860","7090","7780","8100","7260","",
"Algeria","DZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","230","240","250","230","250","280","310","330","320","440","530","710","910","1060","1100","1320","1640","1990","2200","2260","2190","2270","2400","2590","2810","2750","2550","2370","1980","1900","1730","1620","1550","1520","1510","1540","1530","1590","1670","1730","1930","2250","2710","3110","3600","4210","4290","4470","4600","5200","5520","5490","4850","4370","3950","3980","4010","3570","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.5713292779768","78.761383649535","87.1898020427807","98.5353615314009","106.418850473063","100.43560605808","97.4305960822748","109.202527320106","122.144415218686","125.490173673904","132.437067778013","159.818343345006","187.175126641002","217.891800372511","213.490091085955","226.921479533948","240.762650912476","265.928625664589","294.144361753732","311.289969860653","310.923725998831","306.665177127767","324.387527076657","346.530611655292","367.971764825989","384.475821769072","404.241883751169","406.287952716259","421.849112629889","451.957499663626","501.77088591806","545.036606710206","612.013738171999","704.217060852193","819.74716265088","888.282127059954","832.330627050046","854.713877377156","909.84556599936","980.937803230007","1061.68731201345","1206.57169418482","1418.98868047448","1633.91478681172","1891.27233216877","2269.61896923919","2765.02862842019","3211.99009219043","3750.49038669571","4331.59820879511","5058.84297450993","5685.89065974028","6182.56457783242","6431.93919341813","6637.44716435851","6975.07784710111","7650.70187421651","8233.98964802624","8323.88023675273","",
"Early-demographic dividend","EAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","194.390470252862","200.499600983759","214.240076216813","226.119322909774","238.598165669518","254.833189979188","304.328254930002","388.735404842248","468.050130213725","514.364880625471","528.669380204612","564.674697224529","656.534532384876","777.179620740794","877.777174762286","856.845816149724","796.051001085752","767.322851316199","766.593963220945","791.617520734838","828.194936798458","856.156024885984","824.825951542253","861.039002805028","902.092209745082","997.410167492438","1056.26494013281","1114.27910838218","1140.06068221057","1194.89940521464","1232.88144263513","1198.82443648543","1211.55907370678","1274.10366980867","1292.61189613928","1261.16576201763","1340.75305712264","1522.5076010878","1741.86174039352","1954.77526244747","2209.41612723635","2473.82636747177","2564.31401127216","2794.90085981866","3000.83699451761","3285.98548576966","3410.42492172678","3442.60760292958","3321.54863692419","3278.38344608438","3324.95806840811","3470.29152439189","3534.06357611516","3257.91511173155","",
"East Asia & Pacific","EAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","143.335733939488","156.65045938243","174.999739212926","193.623259104746","212.715810870356","223.64043052475","242.668682643745","276.338466869931","306.577090376771","334.53042420515","392.561186389487","498.621786915719","604.695479646744","705.884366892394","731.971154722634","791.867244266242","934.916928845507","1134.73175819252","1288.47015186631","1339.39584880531","1291.63257348183","1257.58474673546","1297.05051166712","1382.50586631324","1588.14034610938","1938.99891796881","2476.05590420724","2654.48777752671","2757.14468630552","2866.6497230294","3068.27948585885","3317.73968231956","3654.22366131226","4133.32027900509","4364.22301348143","4231.3911561528","3701.87584572952","3661.28052862415","3869.85731560686","3956.67505043455","3909.51026176519","4092.38329459385","4602.65151569401","5040.20804298252","5325.67515724159","5692.24936747834","6199.25378055766","6545.35634598797","7358.37401055395","8162.33077598681","9119.79829432974","9711.41257825316","9931.07468626649","9810.52527856126","9884.60527522206","10219.6857130964","11083.0259971296","11685.8424716389","11745.243810601","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.43890903374","2167.76070804632","2084.92691859499","1870.88752965762","1909.45360831031","1922.31096734982","1993.43870807195","1839.51252160178","1706.78903556402","1791.13702141396","1710.85038170236","1869.9215570361","2209.11439816641","2906.96019714063","3745.93057174629","4645.92488940531","5776.03624486718","7072.24693031266","6982.42472120599","7477.14065723094","8112.17901127773","9316.98950572298","10272.9557210841","10174.4197371799","8865.33551605054","7746.46049818916","7447.88902630172","7868.31605391698","8253.21357013021","7914.55773903924","",
"Europe & Central Asia","ECS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1746.9984705374","2213.08964804467","2698.94637045445","3107.20135787655","3283.14627920936","3501.78148862669","3955.16352037279","4890.31934432549","5857.92316439925","5890.31829644257","5394.59388458356","4822.2870730346","4642.92573065286","4628.28160012114","5299.74285025879","6705.89399696895","8595.69871308709","9184.6876481564","9869.49968352811","10490.440070701","11566.0614834557","11379.0833919446","11563.2873701471","12030.861719006","12752.2357743528","13010.4032237723","12611.8928269445","12483.5010324968","12578.3095914728","12166.4590158622","12102.0048136027","13675.4321891699","16633.0742258733","19258.7229712059","20869.3889623787","22590.4689924872","24620.7911675195","24402.6498133102","24606.6482195722","25069.7075410487","25379.1208358305","26068.5998700128","26091.4152877012","24725.6785134089","23415.9196953167","22917.130866059","24466.3609237623","25372.0788924192","24056.8237344648","",
"Ecuador","ECU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","380","350","380","430","450","460","470","500","520","510","510","600","830","1090","1280","1360","1550","1820","2110","2460","2390","2110","1890","1820","1770","1640","1510","1360","1370","1480","1600","1670","1820","1970","2080","2180","2160","1780","1550","1550","1730","2110","2550","2880","3100","3300","3850","4060","4400","4880","5390","5810","6110","5970","5800","5860","6090","6090","5530","",
"Egypt, Arab Rep.","EGY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","180","190","220","240","260","290","300","330","350","370","390","420","490","520","550","560","640","680","740","870","840","780","760","750","750","760","820","920","1020","1130","1210","1310","1420","1430","1330","1240","1200","1220","1320","1530","1840","2120","2370","2560","2840","3030","3230","3340","3440","3030","2790","2690","3000","",
"Euro area","EMU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2899.27733285199","3723.51403908617","4622.81561137753","5329.93505625281","5651.63009013482","6070.73608988013","6891.97700985981","8548.5528302667","10265.4801645614","10165.531342186","9203.9295996681","8203.85715842506","7974.30509032983","7987.28854639439","9230.29946602498","11815.7792903057","15367.151495696","16472.5338675315","17757.8690821229","18996.885254343","21316.6263503367","20989.4639024214","21525.7408736107","22654.4527843993","23912.4360267428","23860.4713631425","22815.467995352","22413.4636334541","22209.7994639058","21290.932146151","20776.8993679666","23374.0141868471","28384.8188132052","32458.6892624294","34589.846410276","36746.31592996","39610.8189038054","39760.0655434679","39883.5784880892","40383.9353569866","39315.8739371377","39502.7555399506","39387.9930541398","37741.2402988054","36360.0277015439","35887.8345003424","38869.8186101429","40308.2016006101","38125.1856824959","",
"Eritrea","ERI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","270","300","320","330","310","300","310","300","300","340","390","410","420","410","480","510","600","","","","","","","","","","",
"Spain","ESP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","570","640","730","840","930","1010","1110","1170","1310","1590","2090","2730","3240","3430","3640","4040","5010","6210","6310","5680","4860","4580","4550","5400","7110","9410","10700","12210","13700","15610","15010","14470","14830","15560","15820","15440","15480","15790","15540","15630","18080","22130","25910","27850","29770","32250","32560","31970","31020","29540","29230","29140","28450","27550","27100","29310","30380","27360","",
"Estonia","EST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4310","4620","5730","7500","9730","11500","13430","15210","14650","14710","15990","16890","18260","19010","18710","18440","18790","21330","23270","","",
"Ethiopia","ETH","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","210","200","190","230","280","270","260","260","250","220","210","160","150","150","140","130","120","130","130","120","110","140","160","180","220","280","340","380","390","410","470","550","600","670","740","800","850","890","",
"European Union","EUU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2412.81484960407","3093.08953712258","3832.09874542377","4423.57688435541","4689.87117162168","5030.26632739849","5700.29308449149","7049.00659080234","8435.60894670884","8347.88475216582","7550.61664520771","6717.48980562783","6523.08121156128","6533.24293298192","7555.38620523292","9659.10313302768","12519.5727435102","13414.3749581686","14446.7895965931","15443.7498747641","17322.5343748844","17057.4380039655","17532.6400228482","18514.4054976701","19634.1076136784","19673.6135953737","18888.7961488252","18610.7533362674","18527.8381793656","17836.4757458417","17520.6427893445","19778.53687493","24059.5688633252","27642.7899491827","29631.2804395911","31682.1759003992","34455.9939259157","34614.7204287802","34804.9074005813","35262.6430123648","34543.5006541162","34849.2375172045","34817.3827866204","33421.070386741","32199.7890994479","31863.4931048261","34586.1944398781","36000.0530343193","34260.4333749979","",
"Fragile and conflict affected situations","FCS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","918.422780650414","1013.24034349009","1075.80180679594","1065.18573385084","949.82702286891","907.66994634425","902.070632771695","932.601815422822","949.67831688675","842.250784241681","1025.48877010777","595.411360494672","591.166421692084","534.298146019325","495.906333231966","519.53391205262","563.697079885673","628.665880467019","630.314751590498","664.331719674072","718.768224828264","776.133606738903","771.024822778273","763.833137681227","905.717219017089","1049.95354245532","1261.39001976298","1500.93903446751","1815.83857896259","1973.1340936001","2128.28363139087","1958.78931200203","2117.5055623883","2180.24623496784","2261.01756286213","1988.40793785674","1802.97311071382","1659.05062733313","1674.8703667158","1757.88629832417","1629.61810198733","",
"Finland","FIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1370","1470","1620","1810","1970","2060","2090","2270","2460","2690","3170","4030","5130","6320","6840","7190","7910","9540","11450","11980","11700","10840","10790","11130","13010","16480","21540","24110","26000","25100","24170","20680","20170","22030","24970","26680","25820","26050","26480","25850","25620","28800","35380","40230","42840","46190","50160","48950","49750","50260","48970","49510","49420","47180","45530","44840","48220","49990","49800","",
"Fiji","FJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","290","300","290","300","340","350","350","400","440","530","720","930","1120","1220","1300","1360","1660","1870","2040","1800","1580","1660","1580","1790","1770","1790","1790","1790","1790","1990","2090","2230","2460","2660","2580","2290","2350","2230","2140","2160","2410","3020","3570","3590","3790","3980","3850","3650","3770","4140","4710","5020","5100","5280","5370","5910","5800","4890","",
"France","FRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1550","1700","1870","2030","2200","2360","2560","2820","3020","3250","3670","4690","5790","6720","7140","7810","8830","10820","13080","13190","12040","10450","9820","9770","11330","14460","18520","19490","20640","21420","23840","23580","24380","25740","27110","26930","25830","25430","24990","23870","23150","26000","31460","35920","37890","40160","43540","44070","43970","44440","43410","43800","43340","41130","39100","38320","41200","42550","39500","",
"Faroe Islands","FRO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2120","2130","2200","2140","1930","1950","2050","2210","2260","2270","2380","2440","2560","2560","2570","2590","2820","2900","3070","3150","3180","3150","3490","3410","3450","3400","3930","3950","",
"Gabon","GAB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","330","410","340","360","420","440","460","530","570","610","690","910","1700","2870","4450","4010","3090","3520","4590","5290","4840","4260","4310","3860","3840","3430","4150","4580","4820","5170","5120","4430","4130","3910","4100","4270","3940","3280","3100","3430","3610","3880","4310","5520","5740","6590","7320","7590","7850","8120","9090","9330","9330","7970","7080","6510","6830","7170","7030","",
"United Kingdom","GBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","2530","2790","3200","3910","4370","4880","5020","5230","5950","7580","9550","10660","10660","9860","9270","9160","10250","12710","16160","17380","18570","19390","21480","21360","21890","21070","22790","25570","26900","28060","29280","28940","29180","32270","37860","42810","45160","47650","48690","44420","41940","41300","41940","42920","44670","44730","43460","41880","42410","43460","39830","",
"Georgia","GEO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","540","510","550","670","820","870","840","790","780","840","990","1210","1520","1910","2380","2820","2950","3210","3520","4150","4530","4740","4410","4080","4040","4460","4690","4260","",
"Ghana","GHA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","200","210","230","250","240","220","220","250","270","260","280","320","300","290","300","350","380","420","410","360","320","340","350","390","420","440","400","400","410","430","420","370","370","380","390","390","390","340","300","270","320","380","460","600","790","1150","1190","1240","1380","1530","1840","1880","1940","1810","1880","2120","2230","2340","",
"Gibraltar","GIB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","390","410","420","460","490","500","500","510","510","470","450","400","360","350","340","370","360","400","470","620","670","690","680","700","700","740","760","780","820","860","950","1020","",
"Gambia, The","GMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","110","110","110","110","120","150","180","230","230","240","260","310","380","390","340","300","290","300","300","320","300","300","310","400","520","710","690","690","700","690","660","640","620","560","440","390","470","520","640","700","810","880","890","760","760","730","650","620","620","660","720","750","750","",
"Guinea-Bissau","GNB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","120","130","150","170","150","140","160","180","150","190","200","190","190","200","160","170","180","210","220","240","240","230","220","220","240","240","160","160","210","250","300","330","380","430","440","470","510","560","580","640","630","640","640","640","650","680","720","800","760","",
"Equatorial Guinea","GNQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","130","130","130","150","170","210","250","230","260","270","380","370","270","250","360","870","700","820","770","900","1270","1190","1720","3890","8110","11600","14250","12530","9970","11540","13870","14030","13230","10850","8270","6510","6730","6280","5810","",
"Greece","GRC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","620","700","790","900","1000","1090","1200","1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24570","26370","28710","29420","27610","24560","23180","22430","22010","20190","18640","17960","19080","19670","17950","",
"Grenada","GRD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1150","1300","1310","1300","1280","1340","1500","1790","2200","2490","2670","2840","3040","3140","3120","3210","3310","3500","3660","3990","4310","4610","4510","4650","5290","5350","6650","6430","6830","7260","6720","6940","7060","7030","7350","7520","7750","8350","8740","9560","9770","9410","",
"Greenland","GRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1890","2440","3130","3800","4330","5140","6160","7550","9270","9100","8020","7270","6740","7060","8540","11470","15170","16970","15690","16510","17440","16600","17830","19470","20780","20540","20440","19740","20290","19390","18760","20440","25730","30920","30240","34800","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","260","280","280","290","290","290","310","330","350","360","390","450","540","610","690","800","920","1080","1210","1240","1170","1110","1130","1160","1070","1020","980","980","930","970","1030","1140","1230","1360","1440","1530","1610","1650","1670","1600","1600","1670","1850","2000","2150","2370","2610","2650","2730","2910","3160","3380","3550","3700","3870","4100","4400","4610","4490","",
"Guam","GUM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","250","280","310","320","340","330","350","360","380","390","430","540","680","660","610","620","670","760","740","590","510","470","500","520","460","470","360","400","330","390","460","570","670","830","890","880","860","890","880","890","940","1030","1090","1470","2280","3850","4190","4510","4820","5290","5540","5570","5470","5600","5910","6290","6630","7130","",
"High income","HIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1532.69146468966","1624.91324269402","1746.84614029262","1893.02393729815","2062.25489907494","2192.19214430081","2400.1616566991","2611.84114160671","2770.43155862159","3018.933474787","3457.13933383138","4226.59559447819","4935.72599674707","5517.28914632499","5852.84380846053","6283.42545947528","7179.64784450334","8620.43348574767","9962.58538030501","10367.1654400605","9868.36555536391","9459.00607371758","9809.91946711325","10264.331493065","11587.069200387","13899.104495509","16926.1504664994","17823.9727376093","18633.5695229078","19380.7451692561","21079.9626576455","21588.6429522447","22740.4818804098","24280.4765069819","25503.7185301339","25626.8417158676","24641.3679561806","24923.2209673588","25970.9820399844","25953.8558970625","25780.2814205884","27773.2623529693","31678.5270147362","34858.3308002551","36564.0980073042","37984.0131643054","39595.7493760188","38905.9448782937","39981.0044599177","41320.7040260716","42673.1329251742","43486.5249129502","43643.4184681008","42393.9212239165","41495.2884265951","41786.5076288589","44702.4023830045","46262.6899392031","44475.6210116246","",
"Hong Kong SAR, China","HKG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","570","630","700","710","710","740","840","930","1060","1300","1750","2150","2450","2900","3340","3930","4700","5730","6360","6290","5890","6170","6090","7230","9080","10770","11550","12660","14320","16560","19560","21820","23570","24140","26080","25110","25800","26930","26350","25270","26340","28120","28890","30290","32070","33950","32350","33620","35690","36340","38570","40240","41180","42970","46390","50060","50480","48630","",
"Honduras","HND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","180","190","210","220","230","250","250","260","270","280","320","360","380","410","460","610","830","1090","1090","1020","1000","1080","1160","1260","1410","1410","1270","1110","940","930","950","880","900","870","910","910","930","1020","1040","1060","1120","1200","1280","1350","1480","1620","1660","1730","1860","1950","2000","1990","2040","2110","2230","2310","2380","2180","",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","325.107294426824","311.82145908713","313.706892265786","353.155149966329","413.639414305442","436.282895398574","413.267257405222","384.627002376092","367.30398860769","358.54007497728","345.928779689802","310.336973202269","315.378381913106","315.006741799438","328.081944573593","326.556632037767","328.637457504016","330.835476075864","329.518426989007","335.929119356876","361.485342142202","415.406584371683","469.899749052193","520.132522922509","586.53940526027","687.481668404313","741.186951188655","772.465024763844","798.383152384404","832.833245214415","883.422106937562","923.495614171025","934.530346205356","908.448772871301","900.519166642657","946.9408597024","979.854333364745","959.029001487414","",
"Croatia","HRV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5570","5470","5230","5260","5350","5660","6730","8590","10250","11410","12760","14360","14220","14210","14180","13590","13750","13420","13140","12550","12840","14280","15320","14530","",
"Haiti","HTI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","250","250","250","240","260","280","320","340","380","370","420","450","390","310","260","310","360","390","400","450","550","640","720","660","650","690","790","900","1010","1160","1130","1240","1300","1390","1430","1410","1360","1340","1410","1390","1320","",
"Hungary","HUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3660","4030","4250","4370","4400","4410","4490","4620","4790","5290","6630","8650","10390","11250","11770","13250","13420","13270","13260","13090","13520","13560","13230","13100","13190","14980","16520","15890","",
"IBRD only","IBD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","176.899302266652","191.50196528816","200.096190094704","200.413961005141","205.524074360934","223.299428246144","240.844541795707","255.449080280989","276.281028887906","333.282101839915","413.205269060169","486.10740683062","509.356904487832","530.55610361494","573.171710509286","660.127628900436","755.612252219829","815.423314083875","802.532646001403","749.992853027648","743.914820578599","757.760890056131","800.058457379045","863.709356601063","915.695748962871","909.702776951662","953.516669361203","948.953840807958","1004.74902575092","1048.96949232548","1117.55267986772","1212.21156654576","1340.46315534663","1434.03460000165","1389.83140713812","1366.89379176198","1417.63117432684","1428.16178487478","1446.18696675404","1570.19954421594","1829.16196846445","2137.6946799767","2487.51242053381","2955.94554424829","3493.07493305687","3759.16186643668","4198.30148511599","4674.93015810839","5296.64582068569","5725.66754335011","5909.70874346244","5732.79287112382","5624.79465015418","5748.9848480301","6177.92401385719","6510.13297997643","6269.81652310327","",
"IDA & IBRD total","IBT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","164.382009039037","177.515127807811","185.342885845246","185.832151265422","190.832349767004","207.159943113631","224.435558799833","237.700411412003","256.40926232321","306.118306229253","380.17544264462","447.002807256613","470.437968524279","489.858281360261","527.797653671073","607.478123400883","695.748979848375","754.353547819998","748.92745167656","705.626349331738","689.237964461954","695.884677467541","729.702859078246","785.780151214941","830.580202647951","819.843948624071","852.392211988474","845.227463579565","889.414266160928","919.054035798308","968.981185390391","1045.47053097254","1150.76384992911","1227.23655771763","1189.02120034369","1169.32105782508","1209.41198933526","1218.74886152969","1234.80392927862","1337.60205861137","1554.13878350842","1808.23094390748","2096.73601723878","2477.38779925503","2917.70984368142","3133.12274445749","3478.94956638742","3828.92227434629","4306.20397151036","4640.00865868357","4785.85423764878","4642.4163723055","4541.39943466464","4617.04292786083","4935.79176247739","5178.74627969445","4978.73336780851","",
"IDA total","IDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","135.24292521878","153.398523337009","160.464484946404","169.045468213601","181.563042106246","229.956035409079","270.210684890909","297.529234240981","310.764385070689","329.149587984331","379.194321773609","439.413029698579","499.202961424288","533.900353121268","536.513565557975","471.068095388882","446.412311981352","445.152987749985","472.557188750906","490.479863571513","461.528754031872","448.906539867853","435.054610019328","433.686148968543","403.780750036834","379.022166688858","389.007597915214","410.925797114155","429.725291672558","425.890791697188","429.809535524268","439.681607684287","454.788203440522","473.948667551656","511.263524700616","589.800388618036","667.7694487073","761.721273528595","863.656713278858","1003.16377510711","1077.44179512495","1147.54685917223","1120.49948032157","1172.61498871619","1245.72608966221","1314.8214400472","1317.01606645389","1279.67754320397","1253.88159603987","1296.1077752129","1333.34004711582","1305.14764687655","",
"IDA blend","IDB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","104.730409843362","111.716599606967","115.877356206738","122.330891379689","127.371905228054","126.705386848207","134.205450093491","150.920865586748","180.016747525157","190.372266256355","201.621962225419","208.741727552552","268.45911898316","307.348987966699","358.353305320478","387.794244835833","414.4768116455","479.685344982095","562.846286382702","676.045995517789","783.476116288651","835.476299584204","699.730499144588","637.510331736327","582.8940855811","572.343676775678","584.006801528513","533.809529298743","524.766661103183","507.228920407345","512.082432306893","458.005936801489","436.367172934429","444.935935115875","481.791904460952","501.369163884423","488.595373436014","491.938390965983","504.253510572318","528.982469717114","562.883152688994","607.941275037456","718.375273765811","828.186136330109","985.193726945153","1127.55191101968","1318.97381684412","1382.27036340108","1461.95020714163","1540.61125130869","1719.04384512223","1872.43396181399","2006.17091382801","1979.77028224649","1867.38506774604","1753.53720946194","1744.72641939155","1740.01927591731","1664.75639479175","",
"Indonesia","IDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","70","80","80","90","110","160","220","270","300","360","400","470","530","560","530","520","500","520","510","510","530","560","610","660","740","850","990","1090","1100","660","570","580","720","790","900","1080","1220","1380","1600","1940","2150","2530","3010","3580","3730","3620","3430","3400","3530","3840","4050","3870","",
"IDA only","IDX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","333.943559382757","318.84873157931","321.034514993891","360.325364533934","417.344791665241","440.449027729439","426.046416886937","410.039008468838","398.382329503818","392.466988897032","379.514293264094","351.611113256585","362.955932355628","375.313423651788","394.101557126811","396.176877835416","400.571515612975","409.07854352258","419.299825439268","430.963450344603","464.57764382456","527.150077798716","589.173379911181","651.047897091159","732.649179200657","846.017389974623","926.331306160577","991.508319380508","909.926355644262","897.712506150477","929.71985162467","965.569732054389","981.910472880997","982.266173768373","1000.91042959225","1068.93947090754","1127.42949817325","1123.46421317346","",
"Isle of Man","IMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17050","18800","21310","21880","22480","23780","27790","34170","39600","44420","47220","42870","45990","71570","74390","82210","87840","89000","83990","78860","78810","83660","83920","","",
"India","IND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","110","110","110","110","100","110","120","120","120","140","170","190","180","190","210","220","270","290","290","280","280","290","310","350","390","390","380","350","340","320","340","370","400","410","410","440","440","450","460","520","610","710","790","910","1000","1120","1220","1360","1480","1520","1560","1600","1680","1820","2010","2120","1920","",
