"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","477.183397063665","490.829952772879","524.525290985633","557.31557455344","592.227318970472","649.352579023228","713.622281277368","864.491246777317","1105.96633457472","1282.67824154246","1365.02103217876","1403.25590475695","1529.60359599081","1803.30406235514","2105.54430973984","2289.37080699702","2173.76557643572","1908.58037630359","1810.80785820462","1745.43616424689","1808.55147107615","1949.27819878241","2087.21573336593","2086.62978871522","2152.86813560366","2351.88707924052","2675.05307150798","2930.910452995","3310.1195491895","3542.88258582121","3924.99703726558","4259.55592309406","4241.9104983717","4024.73477022796","4109.39057640631","3984.13648849952","3722.53091633575","3697.70962078087","4001.33469598021","4490.93856648879","5189.78420302614","6077.97324758257","7030.96484578378","7204.60867596818","8005.23898192968","8840.71366186544","9767.96488420787","10179.7615786031","10066.9603324117","9071.75446883995","8332.04171800899","8206.75510948936","8530.86387291457","8628.99938356753","7503.48625617686","",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2980","2330","2850","3730","3570","3210","2710","2200","1750","1800","1820","2050","1990","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1222.98067921266","1182.04890831819","1223.51964577631","1270.13104206556","1456.10301004134","1582.6452152168","1635.29569297987","1691.14284404701","1775.93686856467","1831.72407289972","1816.53160557509","1897.02032926751","2150.5458662937","2427.28336459293","2768.18080802228","3239.17167033058","3814.25006956471","4188.99990772206","4545.75898268944","4296.20513693107","4581.87641233334","4639.18059147925","4493.19828382489","4043.82931251955","3957.95485808881","3727.94994014422","3565.13927253447","3452.590617824","3088.89956563041","",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2090","2370","2340","2240","2170","2080","2030","2000","2000","2160","2410","2720","2900","3270","3180","3370","3810","4320","4540","4600","4440","4410","4590","4800","5150","5190","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259579","93.9433825846188","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966455","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999589","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865663","871.011929412646","949.191618084277","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.595105251661","127.514732168758","133.560399070267","141.264033361789","146.661799272024","150.445266576146","157.021613355674","170.166146880819","191.481405046258","204.081768941736","217.672072334617","252.031681297873","329.75091327354","385.096319959007","412.928284670673","424.730700845741","446.890089718616","523.039313099183","624.175573242899","718.229699235523","754.194106463157","742.380496601561","652.303255945469","588.626291402212","565.674233942151","604.532463240211","655.938923218873","641.752691676226","627.221154977374","624.186132341227","620.889376888266","595.040317866897","576.593399378194","601.879571199121","618.722422340688","635.104154192083","600.149961336983","588.436594909878","581.30269605879","574.915322743115","583.882500380847","639.061777004562","777.506911509635","952.996034394988","1105.56127770903","1239.42939508644","1390.842916715","1429.04445909019","1492.84818509739","1580.13714691095","1711.01654772194","1791.94458299097","1832.08873401112","1751.30801667018","1599.16663585248","1510.1144247471","1541.99624205972","1589.62487635776","1506.50139369642","",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","18910","16880","15980","15990","16580","15420","",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2450","2900","3160","3330","3540","3860","4070","4210","4130","4320","4360","4380","4190","3980","3750","3730","3580","3300","",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3440","3590","4320","3580","3590","3950","5270","6820","7880","8950","9850","9640","10490","11310","11960","12600","12630","12030","11260","10970","10510","9690","9050","",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4830","4400","4730","4430","5560","4670","5440","5060","4810","5440","5620","5820","",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1030","1100","1080","",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","260","280","310","350","390","430","550","680","850","830","800","820","830","800","740","750","790","800","",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1520","1410","1230","1000","920","860","890","850","760","680","720","790","980","1270","1540","1950","2590","3210","2840","3030","3150","3650","3950","3560","2800","2360","2360","2750","3310","3570","",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","169.096937101864","184.70813888599","206.964842502742","230.141388824222","249.161710318548","247.744400679136","256.132938600767","279.921561208677","303.891464137169","322.754713363575","348.938938076366","422.574870537783","522.947139248429","616.053169184248","633.45476637397","656.38479765488","703.829316332655","816.983361359075","931.830900000203","991.219529490144","946.086989265865","864.406025691878","866.455844393738","876.49993733759","923.368016715437","1010.10955779693","1091.19533547242","1107.29962739996","1194.2813453204","1206.24369476519","1295.0465701008","1370.38148649837","1468.78509734789","1589.64136791299","1759.53201957199","1896.33117403639","1859.31563513049","1821.35111318619","1906.15547719989","1905.50433887203","1938.36987074761","2105.33350224098","2463.00212365323","2897.78117776479","3407.47524480382","4073.38911626669","4861.34783058822","5229.54581220109","5890.58784762921","6614.58270344974","7581.60806505801","8323.64155688088","8662.98189314659","8456.67139010895","8254.55853599419","8434.06349146924","9105.16858928019","9658.65839766098","9412.28019533362","",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13330","15330","15790","15620","15440","15920","17270","17760","15790","",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31260","32020","33670","35960","36720","37310","39780","43520","46180","47850","48520","49090","47830","49140","50630","52780","53980","55800","56640","57130","59240","63490","65970","64140","",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1410","1730","2160","2430","2600","2740","2790","2470","2110","1870","1740","",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2150","2200","2480","2710","2660","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6560","6390","6560","6800","6990","7400","7460","7310","",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","350","380","400","420","460","530","630","720","840","980","1110","1250","1370","1540","1720","1880","1950","2020","2120","2380","2570","2650","",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","940","840","800","900","930","980","890","990","1110","1240","1120","1150","1150","1210","1240","1330","1390","1450","1430","1430","1370","1230","1360","1590","1780","1990","2100","2460","2530","2600","2800","2830","2960","3000","2820","2830","2900","3170","3450","3190","",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","481.255370084078","508.130317865492","544.260020472631","585.83911259684","628.375996690877","655.718608090002","703.73634213604","759.411227025193","802.299365161813","863.068109054938","970.282245772802","1172.50282940755","1373.07075831096","1540.02079558587","1620.13742592708","1717.43947184649","1927.45185437349","2280.23590708385","2610.86817896001","2716.10231182917","2586.82964413701","2453.13474523584","2496.18102105686","2574.0464196303","2843.80612809298","3320.64480407297","3922.51947875254","4058.48817998139","4205.57484200765","4314.82603211813","4631.93757753803","4717.26251851364","4937.38074296945","5250.25262395375","5520.97608811825","5569.15091579879","5328.89380453117","5333.724687278","5521.49438230763","5499.62796827008","5457.19615018659","5857.98735177055","6676.45006759636","7394.09495183283","7888.82520494571","8408.90250725019","9008.85037439677","9042.07532290346","9475.93029174472","9945.08460163479","10523.9299906593","10895.2702240622","11006.6463195306","10651.50976897","10393.1608527395","10466.7176142768","11151.0857826541","11554.408869659","11077.4732739641","",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","510","480","500","530","550","580","570","540","","","","","","","","","","","1520","1660","1990","2320","2560","2850","3060","3030","3230","3510","3660","3800","3820","3960","4110","4070","4050","4230","4050","",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3390","3540","3800","3910","3930","3930","3950","4300","4640","4440","",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1200","1160","1080","910","","","",
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3490","3740","4010","4050","3990","3590","3480","3420","3190","2990","3280","4180","5610","6310","6630","6660","6510","6880","7760","8370","8070","7370","6610","5990","5910","6340","6670","6010","",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1440","1430","1160","",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","480","700","1060","1260","1320","1370","1390","1390","1350","1350","1210","1140","",
